UF;Cidade;Bairro
MG;Mamonas;Centro
MG;Mamonas;Barrinha
MG;Manga;Centro
MG;Manga;Nhandutiba
MG;Manga;Nhandutiba/Nhandutiba
MG;Manhuaçu;Petrina
MG;Manhuaçu;Pinheiro
MG;Manhuaçu;Dom Corrêa
MG;Manhuaçu;Nossa Senhora Aparecida
MG;Manhuaçu;Colina
MG;Manhuaçu;Matinha
MG;Manhuaçu;Ponte da Aldeia
MG;Manhuaçu;Bom Pastor
MG;Manhuaçu;Bom Jardim
MG;Manhuaçu;Alfa Sul
MG;Manhuaçu;Vale Verde
MG;Manhuaçu;Coqueiro
MG;Manhuaçu;Centro
MG;Manhuaçu;Sagrada Família
MG;Manhuaçu;Engenho da Serra
MG;Manhuaçu;São Jorge
MG;Manhuaçu;Santa Luzia
MG;Manhuaçu;São Vicente
MG;Manhuaçu;Centro/Vilanova
MG;Manhuaçu;Todos os Santos
MG;Manhuaçu;Pouso Alegre
MG;Manhuaçu;Bela Vista
MG;Manhuaçu;Santo Antônio
MG;Manhuaçu;Recanto da Aldeia
MG;Manhuaçu;Luciano Heringer
MG;Manhuaçu;Floresta
MG;Manhuaçu;Santo Amaro
MG;Manhuaçu;Vila Deolinda
MG;Manhuaçu;Lajinha
MG;Manhuaçu;Palmeiras do Manhuaçu
MG;Manhuaçu;Baixada
MG;Manhuaçu;Santana
MG;Manhuaçu;Catuai
MG;Manhuaçu;Ponte do Silva
MG;Manhuaçu;Vale da Ema
MG;Manhuaçu;dos Operários
MG;Manhuaçu;São Pedro do Avaí
MG;Manhuaçu;Centro/São Sebastião do Sacramento
MG;Manhuaçu;Centro/São Pedro do Avaí
MG;Manhuaçu;Realeza/Realeza
MG;Manhuaçu;Realeza
MG;Manhuaçu;São Sebastião do Sacramento
MG;Manhumirim;Centro
MG;Mantena;Limeira de Mantena/Limeira de Mantena
MG;Mantena;Centro
MG;Mantena;Barra do Ariranha/Barra do Ariranha
MG;Mantena;Limeira de Mantena
MG;Mantena;Nazário
MG;Mantena;Barra do Ariranha
MG;Maravilhas;Centro
MG;Mar de Espanha;Centro/Saudade
MG;Mar de Espanha;Centro
MG;Mar de Espanha;Engenho Novo
MG;Mar de Espanha;Saudade
MG;Mariana;Centro
MG;Mariana;Passagem de Mariana
MG;Mariana;Monsenhor Horta
MG;Mariana;Bandeirantes
MG;Mariana;Cláudio Manuel
MG;Mariana;Furquim/Furquim
MG;Mariana;Furquim
MG;Mariana;Bandeirantes/Bandeirantes
MG;Mariana;Camargos
MG;Mariana;Padre Viegas
MG;Mariana;Padre Viegas/Padre Viegas
MG;Mariana;Águas Claras
MG;Mariana;Monsenhor Horta/Monsenhor Horta
MG;Mariana;Centro/Santa Rita Durão
MG;Mariana;Santa Rita Durão
MG;Mariana;Vila do Carmo
MG;Mariana;Passagem de Mariana/Passagem de Mariana
MG;Mariana;Cláudio Manuel/Cláudio Manuel
MG;Mariana;Cachoeira do Brumado/Cachoeira do Brumado
MG;Mariana;Cachoeira do Brumado
MG;Marilac;Centro
MG;Mário Campos;Centro
MG;Maripá de Minas;Centro
MG;Marliéria;Centro
MG;Marmelópolis;Centro
MG;Martinho Campos;Centro
MG;Martinho Campos;Centro/Alberto Isaacson
MG;Martinho Campos;Buriti Grande/Alberto Isaacson
MG;Martinho Campos;Alberto Isaacson
MG;Martinho Campos;Ibitira
MG;Martinho Campos;Ibitira/Ibitira
MG;Martins Soares;Centro
MG;Martins Soares;Pinheiro de Minas/Pinheiro de Minas
MG;Martins Soares;Pinheiro de Minas
MG;Mata Verde;Centro
MG;Materlândia;Centro
MG;Mateus Leme;Centro/Serra Azul
MG;Mateus Leme;Centro
MG;Mateus Leme;Azurita
MG;Mateus Leme;Serra Azul
MG;Mateus Leme;Azurita/Azurita
MG;Matias Barbosa;Centro
MG;Matias Cardoso;Centro
MG;Matias Cardoso;Rio Verde de Minas
MG;Matipó;Padre Fialho/Padre Fialho
MG;Matipó;Padre Fialho
MG;Matipó;Centro
MG;Mato Verde;Centro
MG;Mato Verde;São João do Bonito
MG;Mato Verde;Centro/São João do Bonito
MG;Matozinhos;Mocambeiro
MG;Matozinhos;Centro
MG;Matozinhos;Mocambeiro/Mocambeiro
MG;Matozinhos;Floresta
MG;Matutina;Centro
MG;Medeiros;Centro
MG;Medina;Centro
MG;Medina;Centro/Tuparecê
MG;Medina;Tuparecê
MG;Mendes Pimentel;Centro
MG;Mercês;Centro
MG;Mesquita;Barra Grande
MG;Mesquita;Centro
MG;Minas Novas;Cruzinha/Cruzinha
MG;Minas Novas;Cruzinha
MG;Minas Novas;Lagoa Grande de Minas Novas/Lagoa Grande de Minas Novas
MG;Minas Novas;Centro
MG;Minas Novas;Centro/Ribeirão da Folha
MG;Minas Novas;Baixa Quente/Baixa Quente
MG;Minas Novas;Ribeirão da Folha
MG;Minas Novas;Baixa Quente
MG;Minas Novas;Lagoa Grande de Minas Novas
MG;Minduri;Centro
MG;Mirabela;Muquém/Muquém
MG;Mirabela;Centro
MG;Mirabela;Muquém
MG;Miradouro;Centro
MG;Miraí;Centro
MG;Miraí;Dores da Vitória/Dores da Vitória
MG;Miraí;Dores da Vitória
MG;Miravânia;Centro
MG;Moeda;Coco
MG;Moeda;Centro
MG;Moema;Centro
MG;Monjolos;Centro
MG;Monjolos;Rodeador
MG;Monsenhor Paulo;Centro
MG;Montalvânia;Capitânia/Capitânia
MG;Montalvânia;São Sebastião dos Poções
MG;Montalvânia;Centro
MG;Montalvânia;Capitânia
MG;Montalvânia;Pitarana
MG;Montalvânia;Pitarana/Pitarana
MG;Montalvânia;Centro/São Sebastião dos Poções
MG;Monte Alegre de Minas;Centro
MG;Monte Azul;Centro
MG;Monte Belo;Centro
MG;Monte Belo;Juréia
MG;Monte Belo;Usina Monte Alegre
MG;Monte Belo;Juréia/Juréia
MG;Monte Belo;Centro/Santa Cruz da Aparecida
MG;Monte Belo;Santa Cruz da Aparecida
MG;Monte Carmelo;Centro
MG;Monte Carmelo;Celso Bueno
MG;Monte Carmelo;Buritis
MG;Monte Formoso;Centro
MG;Monte Santo de Minas;Centro
MG;Monte Santo de Minas;Milagre/Milagre
MG;Monte Santo de Minas;Milagre
MG;Montes Claros;Augusta Mota
MG;Montes Claros;Morada do Parque
MG;Montes Claros;Todos os Santos
MG;Montes Claros;Centro
MG;Montes Claros;Cândida Câmara
MG;Montes Claros;Ibituruna
MG;Montes Claros;Novo Delfino
MG;Montes Claros;Nossa Senhora das Graças
MG;Montes Claros;Santos Dumont
MG;Montes Claros;Vila Guilhermina
MG;Montes Claros;Jardim Liberdade
MG;Montes Claros;Vila Regina
MG;Montes Claros;Planalto
MG;Montes Claros;Cintra
MG;Montes Claros;São Judas Tadeu
MG;Montes Claros;Canelas
MG;Montes Claros;Santo Expedito
MG;Montes Claros;Conjunto Joaquim Costa
MG;Montes Claros;Alto da Boa Vista
MG;Montes Claros;Alice Maia
MG;Montes Claros;Camilo Prates
MG;Montes Claros;Major Prates
MG;Montes Claros;Vila Maria Cândida
MG;Montes Claros;Alterosas
MG;Montes Claros;Jardim Primavera
MG;Montes Claros;Nova América
MG;Montes Claros;Barcelona Park
MG;Montes Claros;Inconfidentes
MG;Montes Claros;Delfino Magalhães
MG;Montes Claros;Residencial Monte Sião
MG;Montes Claros;Santo Antônio
MG;Montes Claros;Jardim Parque Morada do Sol
MG;Montes Claros;Jaraguá
MG;Montes Claros;São José
MG;Montes Claros;Cidade Industrial
MG;Montes Claros;Santo Inácio
MG;Montes Claros;Residencial Sul Ipês
MG;Montes Claros;Funcionários
MG;Montes Claros;Vargem Grande II
MG;Montes Claros;Cidade Nova
MG;Montes Claros;Jardim Panorama
MG;Montes Claros;Jardim Olímpico
MG;Montes Claros;Vila Antônio Narciso
MG;Montes Claros;Monte Carmelo
MG;Montes Claros;Monte Alegre
MG;Montes Claros;Village do Lago II
MG;Montes Claros;Conjunto Olga Benário
MG;Montes Claros;Maracanã
MG;Montes Claros;Regina Peres
MG;Montes Claros;Jardim Itália
MG;Montes Claros;Morada do Sol
MG;Montes Claros;Sagrada Família
MG;Montes Claros;João Gordo
MG;Montes Claros;Renascença
MG;Montes Claros;Conjunto Clarice Alves Vieira
MG;Montes Claros;Esplanada
MG;Montes Claros;Santa Rafaela
MG;Montes Claros;Vila Campos
MG;Montes Claros;Vila Telma
MG;Montes Claros;Roxo Verde
MG;Montes Claros;Independência
MG;Montes Claros;Vila Sion
MG;Montes Claros;Morrinhos
MG;Montes Claros;Loteamento Recanto das Águas
MG;Montes Claros;Santa Rita II
MG;Montes Claros;Vera Cruz
MG;Montes Claros;Vila Áurea
MG;Montes Claros;Alto Floresta
MG;Montes Claros;Alto São João
MG;Montes Claros;Melo
MG;Montes Claros;Amazonas
MG;Montes Claros;Jardim Alvorada
MG;Montes Claros;Vila Ipiranga
MG;Montes Claros;Lourdes
MG;Montes Claros;Conjunto Ciro dos Anjos
MG;Montes Claros;Nossa Senhora Aparecida
MG;Montes Claros;Interlagos
MG;Montes Claros;Nova Morada
MG;Montes Claros;Conjunto Residencial JK
MG;Montes Claros;Conjunto Cristo Rei
MG;Montes Claros;Dona Gregória
MG;Montes Claros;Santo Amaro
MG;Montes Claros;José Carlos Vale de Lima
MG;Montes Claros;Vila Atlântida
MG;Montes Claros;Bela Vista
MG;Montes Claros;Acácias
MG;Montes Claros;Nossa Senhora de Fátima
MG;Montes Claros;Vila Exposição
MG;Montes Claros;Carmelo
MG;Montes Claros;Vila Senhor do Bonfim
MG;Montes Claros;Loteamento Reserva Real
MG;Montes Claros;Santos Reis
MG;Montes Claros;Vila Anália
MG;Montes Claros;Vila Oliveira
MG;Montes Claros;Vila Real
MG;Montes Claros;Parque Pampulha
MG;Montes Claros;Tancredo Neves
MG;Montes Claros;Edgar Pereira
MG;Montes Claros;Residencial Minas Gerais
MG;Montes Claros;João Alves
MG;Montes Claros;Antônio Pimenta
MG;Montes Claros;Raul Lourenço
MG;Montes Claros;Village do Lago I
MG;Montes Claros;São Geraldo
MG;Montes Claros;São Mateus
MG;Montes Claros;Jardim São Luiz
MG;Montes Claros;Vila Mauricéia
MG;Montes Claros;Jardim Palmeiras
MG;Montes Claros;Francisco Peres I
MG;Montes Claros;Eldorado
MG;Montes Claros;Chácaras Paraíso
MG;Montes Claros;Alcides Rabelo
MG;Montes Claros;José Correia Machado
MG;Montes Claros;Vila Luiza
MG;Montes Claros;Panorama II
MG;Montes Claros;Santa Rita I
MG;Montes Claros;Morada da Serra
MG;Montes Claros;Santa Eugênia
MG;Montes Claros;Bela Paisagem
MG;Montes Claros;Vila Brasília
MG;Montes Claros;João Botelho
MG;Montes Claros;Dos Mangues
MG;Montes Claros;Santo Inácio II
MG;Montes Claros;Loteamento Jardim Niemeyer
MG;Montes Claros;Chácara Recanto dos Araçás
MG;Montes Claros;Loteamento Novo Jaraguá
MG;Montes Claros;Vila Greice
MG;Montes Claros;Santa Cecília
MG;Montes Claros;Distrito Industrial
MG;Montes Claros;Conjunto Havaí
MG;Montes Claros;São Lucas
MG;Montes Claros;Belvedere
MG;Montes Claros;Veneza Parque
MG;Montes Claros;Nova Suiça
MG;Montes Claros;Vila Tiradentes
MG;Montes Claros;Santa Lúcia
MG;Montes Claros;Chácara Ceres
MG;Montes Claros;Guarujá
MG;Montes Claros;Vila Sumaré
MG;Montes Claros;Santa Laura
MG;Montes Claros;Cidade Santa Maria
MG;Montes Claros;Morada do Sol II
MG;Montes Claros;São Geraldo II
MG;Montes Claros;Jardim Brasil
MG;Montes Claros;Vila Castelo Branco
MG;Montes Claros;Sapucaia
MG;Montes Claros;Vila Tupã
MG;Montes Claros;Ipiranga
MG;Montes Claros;Vila Itatiaia
MG;Montes Claros;Clarindo Lopes
MG;Montes Claros;Universitário
MG;Montes Claros;Centro/Santa Rosa de Lima
MG;Montes Claros;Aparecida do Mundo Novo
MG;Montes Claros;Duque de Caxias
MG;Montes Claros;Residencial Rio Cedro
MG;Montes Claros;Ermidinha
MG;Montes Claros;São Pedro da Garça
MG;Montes Claros;Centro/São Pedro da Garça
MG;Montes Claros;Nova Esperança/Nova Esperança
MG;Montes Claros;Santa Rosa de Lima
MG;Montes Claros;Nova Esperança
MG;Montes Claros;Panorâmica
MG;Montes Claros;Centro/Vila Nova de Minas
MG;Montes Claros;Miralta
MG;Montes Claros;Aparecida do Mundo Novo/Aparecida do Mundo Novo
MG;Montes Claros;São João da Vereda
MG;Montes Claros;Vila Nova de Minas
MG;Montes Claros;Residencial Grand Royale
MG;Monte Sião;Centro
MG;Montezuma;Centro
MG;Morada Nova de Minas;Vau das Flores
MG;Morada Nova de Minas;Centro
MG;Morada Nova de Minas;Frei Orlando
MG;Morada Nova de Minas;Frei Orlando/Frei Orlando
MG;Morro da Garça;Centro
MG;Morro do Pilar;Centro
MG;Munhoz;Centro
MG;Muriaé;João VI
MG;Muriaé;Gaspar
MG;Muriaé;São Gotardo
MG;Muriaé;Barra
MG;Muriaé;Napoleão
MG;Muriaé;Centro
MG;Muriaé;Dornelas
MG;Muriaé;Santa Laura
MG;Muriaé;João XXIII
MG;Muriaé;José Cirilo
MG;Muriaé;Alto do Castelo
MG;Muriaé;Augusto de Abreu
MG;Muriaé;Edgar Miranda
MG;Muriaé;Safira
MG;Muriaé;União
MG;Muriaé;São Francisco
MG;Muriaé;São Pedro
MG;Muriaé;Porto
MG;Muriaé;Joanópolis
MG;Muriaé;Vale Verde
MG;Muriaé;Santana
MG;Muriaé;Franco Suiço
MG;Muriaé;São José
MG;Muriaé;Recanto Verde
MG;Muriaé;Cardoso de Melo
MG;Muriaé;Sofocó
MG;Muriaé;Santa Helena
MG;Muriaé;Santa Luzia
MG;Muriaé;Universitário
MG;Muriaé;Santa Terezinha
MG;Muriaé;Inconfidência
MG;Muriaé;Bom Pastor
MG;Muriaé;Chácara da Gávea
MG;Muriaé;São Cristovão
MG;Muriaé;Colety
MG;Muriaé;São Joaquim
MG;Muriaé;Aeroporto
MG;Muriaé;Chácara Doutor Brum
MG;Muriaé;Boa Vista
MG;Muriaé;Vale do Castelo
MG;Muriaé;Chalé
MG;Muriaé;Boa Esperança
MG;Muriaé;Santo Antônio
MG;Muriaé;Cerâmica
MG;Muriaé;Planalto
MG;Muriaé;São Vicente de Paulo
MG;Muriaé;Encoberta
MG;Muriaé;Primavera
MG;Muriaé;Prefeito Hélio Araújo
MG;Muriaé;Coronel Izalino
MG;Muriaé;Alterosa
MG;Muriaé;Distrito Industrial
MG;Muriaé;Centro/Vermelho
MG;Muriaé;Boa Família/Boa Família
MG;Muriaé;Bom Jesus da Cachoeira/Bom Jesus da Cachoeira
MG;Muriaé;Pirapanema/Pirapanema
MG;Muriaé;Macuco/Macuco
MG;Muriaé;Belisário/Belisário
MG;Muriaé;Itamuri
MG;Muriaé;Macuco
MG;Muriaé;Belisário
MG;Muriaé;Vermelho
MG;Muriaé;Boa Família
MG;Muriaé;Bom Jesus da Cachoeira
MG;Muriaé;Área Rural de Muriaé
MG;Muriaé;Pirapanema
MG;Muriaé;Itamuri/Itamuri
MG;Mutum;Centenário
MG;Mutum;Centro
MG;Mutum;Ocidente
MG;Mutum;Centro/São Francisco do Humaitá
MG;Mutum;São Francisco do Humaitá
MG;Mutum;Imbiruçu
MG;Mutum;Distrito de Roseiral/Roseiral
MG;Mutum;Centenário/Centenário
MG;Mutum;Roseiral
MG;Mutum;Ocidente/Ocidente
MG;Muzambinho;Centro
MG;Nacip Raydan;Centro
MG;Nanuque;Centro
MG;Nanuque;Centro/Vila Pereira
MG;Nanuque;Vila Pereira
MG;Naque;Centro
MG;Natalândia;Centro
MG;Natércia;Centro
MG;Nazareno;Centro
MG;Nepomuceno;Nazaré de Minas/Nazaré de Minas
MG;Nepomuceno;Centro/Santo Antônio do Cruzeiro
MG;Nepomuceno;Centro
MG;Nepomuceno;Nazaré de Minas
MG;Nepomuceno;Santo Antônio do Cruzeiro
MG;Ninheira;Centro
MG;Nova Belém;Centro
MG;Nova Era;Centro
MG;Nova Lima;Jardim das Américas
MG;Nova Lima;Bom Jardim
MG;Nova Lima;Ipê
MG;Nova Lima;Centro
MG;Nova Lima;Conde
MG;Nova Lima;Jardim Canadá
MG;Nova Lima;Galo Novo
MG;Nova Lima;Vila da Serra
MG;Nova Lima;Campo do Pires
MG;Nova Lima;Vila Aparecida
MG;Nova Lima;Vila Padre Valeriano
MG;Nova Lima;Vila São Luiz
MG;Nova Lima;Pasárgada
MG;Nova Lima;São Sebastião das Águas Claras
MG;Nova Lima;Parque Santo Antônio
MG;Nova Lima;Riviera
MG;Nova Lima;Estância Serrana
MG;Nova Lima;Oswaldo Barbosa Pena II
MG;Nova Lima;Cabeceiras
MG;Nova Lima;Vila Passos
MG;Nova Lima;Boa Vista
MG;Nova Lima;Chácara Bom Retiro
MG;Nova Lima;Cristais II
MG;Nova Lima;Vila Castela
MG;Nova Lima;Jardinaves
MG;Nova Lima;Lagoa do Miguelão
MG;Nova Lima;Cariocas
MG;Nova Lima;Cristais
MG;Nova Lima;Quintas II
MG;Nova Lima;Jardim da Torre
MG;Nova Lima;Retiro
MG;Nova Lima;Barra do Céu
MG;Nova Lima;Cascalho
MG;Nova Lima;Vila Nova Betânia
MG;Nova Lima;Matadouro
MG;Nova Lima;Vila São José - 3ª Seção
MG;Nova Lima;Vila São José - 2ª Seção
MG;Nova Lima;Estância Estoril I
MG;Nova Lima;Bonfim
MG;Nova Lima;Pau Pombo
MG;Nova Lima;Vila Operária
MG;Nova Lima;Rosário
MG;Nova Lima;Chácara dos Cristais
MG;Nova Lima;Le Cottage
MG;Nova Lima;Chácara Luiz Daniel
MG;Nova Lima;Vale do Sereno
MG;Nova Lima;Vila Del Rey
MG;Nova Lima;Parque do Tumbá
MG;Nova Lima;Quintas
MG;Nova Lima;Vila Lacerda
MG;Nova Lima;Ouro Velho Mansões Fundos
MG;Nova Lima;Vale da Esperança
MG;Nova Lima;Parque Aurilândia
MG;Nova Lima;Cruzeiro
MG;Nova Lima;Cristais Curitiba
MG;Nova Lima;Quintas do Sol
MG;Nova Lima;Mingú
MG;Nova Lima;Vila Campestre
MG;Nova Lima;Bosque Residencial do Jambreiro
MG;Nova Lima;Ouro Velho Mansões
MG;Nova Lima;Serra dos Manacás
MG;Nova Lima;Piemonte
MG;Nova Lima;Serra do Curral Del Rey
MG;Nova Lima;Vila Odete
MG;Nova Lima;Chácara Silveira Ramos
MG;Nova Lima;Vila São José - 1ª Seção
MG;Nova Lima;Residencial Congonhas do Sabará
MG;Nova Lima;Jardim Monte Verde
MG;Nova Lima;Olaria
MG;Nova Lima;Serra do Curral
MG;Nova Lima;Vila Marise
MG;Nova Lima;Jardim Serrano
MG;Nova Lima;Vila Castela-2ª Etapa
MG;Nova Lima;Alvorada
MG;Nova Lima;Vila Madeira
MG;Nova Lima;Vila Monte Castelo
MG;Nova Lima;Vale dos Cristais
MG;Nova Lima;Mina D'água
MG;Nova Lima;Mirante da Mata
MG;Nova Lima;Veredas das Geraes
MG;Nova Lima;Capela Velha
MG;Nova Lima;Vila Maria do Carmo
MG;Nova Lima;Mina de Águas Claras
MG;Nova Lima;Ville de Montagne
MG;Nova Lima;Residencial Europa
MG;Nova Lima;Vila Industrial I
MG;Nova Lima;Vila Industrial II
MG;Nova Lima;Quintas do Morro
MG;Nova Lima;Unidade de Vizinhanças Quintas Morro do Chapéu
MG;Nova Lima;Vale do Sol
MG;Nova Lima;Vila do Ouro
MG;Nova Lima;Nossa Senhora de Fátima
MG;Nova Lima;Bela Fama
MG;Nova Lima;Fazenda do Benito
MG;Nova Lima;Conjunto Habitacional Paulo Gaetani
MG;Nova Lima;Distrito Industrial Bela Fama
MG;Nova Lima;Alto do Gaia
MG;Nova Lima;Honório Bicalho
MG;Nova Lima;Vila Nova Suíça
MG;Nova Lima;Village Sans Souci
MG;Nova Lima;Green Park
MG;Nova Lima;Antônio Horta
MG;Nova Lima;Pasto da Balança
MG;Nova Lima;Vila Ipê Amarelo
MG;Nova Lima;Jardins de Petrópolis
MG;Nova Lima;Santa Rita
MG;Nova Lima;Alphaville - Lagoa dos Ingleses
MG;Nova Lima;Balneário Água Limpa
MG;Nova Lima;Estância Estoril II
MG;Nova Lima;Solar da Lagoa
MG;Nova Lima;Matozinhos
MG;Nova Lima;Área Rural de Nova Lima
MG;Nova Módica;Centro
MG;Nova Módica;Cabeceira dos Henriques
MG;Nova Ponte;Centro
MG;Nova Ponte;Almeida Campos
MG;Nova Porteirinha;Centro
MG;Nova Resende;Centro
MG;Nova Resende;Petúnia
MG;Nova Resende;Petúnia/Petúnia
MG;Nova Serrana;Boa Vista de Minas/Boa Vista de Minas
MG;Nova Serrana;Centro
MG;Nova Serrana;Boa Vista de Minas
MG;Nova Serrana;Park Dona Gumercinda
MG;Novo Cruzeiro;Queixada/Queixada
MG;Novo Cruzeiro;Centro
MG;Novo Cruzeiro;Lufa/Lufa
MG;Novo Cruzeiro;Queixada
MG;Novo Cruzeiro;Novilhona/Novilhona
MG;Novo Cruzeiro;Novilhona
MG;Novo Cruzeiro;Lufa
MG;Novo Oriente de Minas;Centro
MG;Novorizonte;Centro
MG;Olaria;Centro
MG;Olímpio Noronha;Centro
MG;Oliveira;Centro
MG;Oliveira;Centro/Morro do Ferro
MG;Oliveira;Morro do Ferro
MG;Oliveira Fortes;Centro
MG;Onça de Pitangui;Centro
MG;Oratórios;Centro
MG;Orizânia;Centro
MG;Ouro Branco;Itatiaia
MG;Ouro Branco;Água Limpa
MG;Ouro Branco;Castigliano
MG;Ouro Fino;Centro
MG;Ouro Fino;São José do Mato Dentro
MG;Ouro Fino;Centro/São José do Mato Dentro
MG;Ouro Fino;Crisólia
MG;Ouro Fino;Crisólia/Crisólia
MG;Ouro Preto;São Bartolomeu
MG;Ouro Preto;Cachoeira do Campo
MG;Ouro Preto;Centro/Rodrigo Silva
MG;Ouro Preto;Centro
MG;Ouro Preto;Antônio Pereira/Antônio Pereira
MG;Ouro Preto;Amarantina/Amarantina
MG;Ouro Preto;Amarantina
MG;Ouro Preto;Santo Antônio do Salto
MG;Ouro Preto;Lavras Novas/Lavras Novas
MG;Ouro Preto;Miguel Burnier
MG;Ouro Preto;Rodrigo Silva
MG;Ouro Preto;Cabeças
MG;Ouro Preto;Centro/São Bartolomeu
MG;Ouro Preto;Cachoeira do Campo/Cachoeira do Campo
MG;Ouro Preto;Engenheiro Correia/Engenheiro Correia
MG;Ouro Preto;Glaura
MG;Ouro Preto;Antônio Pereira
MG;Ouro Preto;Engenheiro Correia
MG;Ouro Preto;Centro/Santa Rita de Ouro Preto
MG;Ouro Preto;Glaura/Glaura
MG;Ouro Preto;Santa Rita de Ouro Preto
MG;Ouro Preto;Vila Samarco
MG;Ouro Preto;Lavras Novas
MG;Ouro Preto;Centro/Santo Antônio do Leite
MG;Ouro Preto;Centro/Miguel Burnier
MG;Ouro Preto;Santo Antônio do Leite
MG;Ouro Verde de Minas;Centro
MG;Padre Carvalho;Centro
MG;Padre Paraíso;Centro
MG;Paineiras;Centro
MG;Paineiras;Poções de Paineiras/Poções de Paineiras
MG;Pains;Centro
MG;Pains;Vila Costina
MG;Pains;Centro/Vila Costina
MG;Pai Pedro;Centro
MG;Paiva;Centro
MG;Palma;Centro
MG;Palma;Cisneiros/Cisneiros
MG;Palma;Cisneiros
MG;Palma;Itapirucu/Itapirucu
MG;Palma;Itapirucu
MG;Palmópolis;Dois de Abril/Dois de Abril
MG;Palmópolis;Centro
MG;Palmópolis;Dois de Abril
MG;Papagaios;Centro
MG;Paracatu;Nossa Senhora Aparecida
MG;Paracatu;Santana
MG;Paracatu;Juscelino Kubitschek
MG;Paracatu;Nossa Senhora de Fátima
MG;Paracatu;Alto da Colina
MG;Paracatu;Vila Cruvinel
MG;Paracatu;Paracatuzinho
MG;Paracatu;Vila Alvorada
MG;Paracatu;Vila Cristiano
MG;Paracatu;Cidade Jardim
MG;Paracatu;Centro
MG;Paracatu;Santa Lúcia
MG;Paracatu;Arraial Dangola
MG;Paracatu;Amoreiras II
MG;Paracatu;Alto do Açude
MG;Paracatu;Chapadinha II
MG;Paracatu;Bela Vista I
MG;Paracatu;Vila Mariana
MG;Paracatu;Cidade Nova
MG;Paracatu;Vila Ecológica
MG;Paracatu;Bandeirantes
MG;Paracatu;Primavera
MG;Paracatu;Jardim Primavera III
MG;Paracatu;Jóquei Clube
MG;Paracatu;Amoreiras I
MG;Paracatu;Jardim Serrano
MG;Paracatu;Esplanada
MG;Paracatu;São João Evangelista
MG;Paracatu;Alto do Córrego
MG;Paracatu;Prado
MG;Paracatu;Sarah Kubitschek
MG;Paracatu;Lene Ville
MG;Paracatu;Morada do Sol
MG;Paracatu;Novo Horizonte
MG;Paracatu;Santo Eduardo
MG;Paracatu;Parque do Príncipe
MG;Paracatu;Bela Vista II
MG;Paracatu;Jardim América
MG;Paracatu;Vista Alegre
MG;Paracatu;Chapadinha
MG;Paracatu;Vila São Calixto
MG;Paracatu;Jardim Primavera
MG;Paracatu;Jardim Primavera II
MG;Paracatu;Área Rural de Paracatu
MG;Pará de Minas;Torneiros
MG;Pará de Minas;São José
MG;Pará de Minas;Santa Edwirges
MG;Pará de Minas;Padre Libério
MG;Pará de Minas;Independência
MG;Pará de Minas;Residencial Cecília Meireles
MG;Pará de Minas;Senador Valadares
MG;Pará de Minas;Jardim América
MG;Pará de Minas;Providência
MG;Pará de Minas;Distrito Industrial Antônio Júlio de Faria
MG;Pará de Minas;Prefeito Walter Martins Ferreira
MG;Pará de Minas;JK
MG;Pará de Minas;Azambeque
MG;Pará de Minas;Santos Dumont
MG;Pará de Minas;Jardim Serra Verde
MG;Pará de Minas;Jardim das Piteiras II
MG;Pará de Minas;São Cristóvão
MG;Pará de Minas;Vila Ferreira
MG;Pará de Minas;Grão Pará
MG;Pará de Minas;Gorduras
MG;Pará de Minas;Papa João Paulo II
MG;Pará de Minas;Jardim das Oliveiras
MG;Pará de Minas;Jardim das Piteiras
MG;Pará de Minas;Morada Cores de Minas
MG;Pará de Minas;São Luiz
MG;Pará de Minas;Coração de Jesus
MG;Pará de Minas;Residencial Capanema
MG;Pará de Minas;Recanto da Lagoa
MG;Pará de Minas;Dom Bosco
MG;Pará de Minas;Centro
MG;Pará de Minas;Irmãos Henriques
MG;Pará de Minas;Córrego do Barro
MG;Pará de Minas;Esplanada
MG;Pará de Minas;Patafufo
MG;Pará de Minas;Paraíso
MG;Pará de Minas;Vila Raquel
MG;Pará de Minas;Vila Maria
MG;Pará de Minas;Santo Antônio
MG;Pará de Minas;São Francisco
MG;Pará de Minas;Nossa Senhora das Graças
MG;Pará de Minas;Ascenção
MG;Pará de Minas;Novo Horizonte
MG;Pará de Minas;Bela Vista
MG;Pará de Minas;São Pedro
MG;Pará de Minas;Carioca
MG;Pará de Minas;Várzea
MG;Pará de Minas;Conjunto Habitacional São Vicente de Paulo
MG;Pará de Minas;Tavares de Minas
MG;Pará de Minas;Jardim Castelo Branco
MG;Pará de Minas;Rodoviário
MG;Pará de Minas;Residencial Dona Flor
MG;Pará de Minas;Belvedere
MG;Pará de Minas;Nossa Senhora de Lourdes
MG;Pará de Minas;Distrito Industrial Fernando Antônio Almeida
MG;Pará de Minas;Eldorado
MG;Pará de Minas;Bom Jesus do Pará
MG;Pará de Minas;Jardins
MG;Pará de Minas;Residencial Dona Tunica
MG;Pará de Minas;Chácaras Dom Bosco
MG;Pará de Minas;Residencial São Luiz
MG;Pará de Minas;Vila Sinhô
MG;Pará de Minas;Vila Benvinda
MG;Pará de Minas;São Paulo
MG;Pará de Minas;Nossa Senhora de Fátima
MG;Pará de Minas;Redentor
MG;Pará de Minas;Xavier Capanema
MG;Pará de Minas;Jardim Serra Dourada
MG;Pará de Minas;Califórnia
